rid,org_id,sex,age,tenure_yr,career_yr,rank,SC_TOT,PC_TOT,WE_TOT,LS_TOT,TI_TOT,JP_TOT,org_size,org_industry,org_n,LS_org_mean,LS_org_sd
R0366,ORG36,2,36,5.5,7.2,2,2.875,4.0,3.3333333333333335,2.1999999999999997,5.0,3.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0367,ORG36,1,36,1.3,4.7,2,2.875,4.1,3.3333333333333335,4.2,3.0,3.75,1117,4,11,3.1818181818181817,0.9228414618104045
R0368,ORG36,2,36,5.5,7.7,1,3.2083333333333335,3.75,3.75,4.2,2.6666666666666665,4.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0369,ORG36,2,27,4.5,8.6,1,3.0,3.0,3.0,3.0,3.0,3.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0370,ORG36,1,40,1.5,4.8,1,3.5833333333333335,3.7,4.25,2.0,2.6666666666666665,4.5,1117,4,11,3.1818181818181817,0.9228414618104045
R0371,ORG36,2,28,0.5,2.7,1,3.6666666666666665,3.05,3.5,2.6,3.3333333333333335,4.0,1117,4,11,3.1818181818181817,0.9228414618104045
R0372,ORG37,2,30,1.7,5.1,2,3.25,3.45,3.0,3.6,3.3333333333333335,3.25,551,4,8,3.75,0.4375255094603872
R0373,ORG37,1,27,2.4,3.9,2,3.5833333333333335,3.3,3.0,3.0,3.6666666666666665,1.5,551,4,8,3.75,0.4375255094603872
R0374,ORG37,2,32,3.1,3.6,1,2.75,4.2,3.8333333333333335,4.3999999999999995,2.3333333333333335,4.5,551,4,8,3.75,0.4375255094603872
R0375,ORG37,2,40,2.6,5.9,2,2.7083333333333335,2.55,2.3333333333333335,4.2,4.0,2.25,551,4,8,3.75,0.4375255094603872
R0376,ORG37,1,31,10.1,11.5,2,2.625,4.0,3.25,3.4,2.3333333333333335,4.75,551,4,8,3.75,0.4375255094603872
R0378,ORG37,2,34,2.1,3.9,1,3.375,3.45,4.166666666666667,3.8000000000000003,3.6666666666666665,2.25,551,4,8,3.75,0.4375255094603872
R0380,ORG37,2,27,2.3,4.1,1,2.9166666666666665,3.0,2.6666666666666665,3.8000000000000003,3.0,3.0,551,4,8,3.75,0.4375255094603872
R0381,ORG37,1,28,1.8,6.3,1,2.739130434782609,3.65,3.3333333333333335,3.8000000000000003,3.6666666666666665,3.25,551,4,8,3.75,0.4375255094603872
R0382,ORG38,1,32,1.0,2.0,1,2.8333333333333335,3.7,3.4166666666666665,3.4,2.3333333333333335,2.5,2612,5,9,3.2555555555555555,0.4824704942043377
R0383,ORG38,1,35,6.6,10.2,2,2.5,3.7,3.5833333333333335,3.8000000000000003,4.0,4.75,2612,5,9,3.2555555555555555,0.4824704942043377
R0384,ORG38,2,27,1.6,1.9,1,3.1666666666666665,2.8,3.25,3.6,3.0,2.5,2612,5,9,3.2555555555555555,0.4824704942043377
R0385,ORG38,2,28,1.0,4.3,2,3.2083333333333335,2.7222222222222223,3.9166666666666665,2.1999999999999997,2.0,3.75,2612,5,9,3.2555555555555555,0.4824704942043377
R0387,ORG38,2,27,4.6,6.6,1,3.6666666666666665,4.05,4.083333333333333,3.5,4.666666666666667,3.75,2612,5,9,3.2555555555555555,0.4824704942043377
R0388,ORG38,2,34,0.5,4.7,1,1.875,3.6,2.9166666666666665,3.0,3.6666666666666665,2.5,2612,5,9,3.2555555555555555,0.4824704942043377
R0389,ORG38,2,28,1.1,7.2,2,3.75,3.15,2.9166666666666665,3.6,3.3333333333333335,3.75,2612,5,9,3.2555555555555555,0.4824704942043377
R0390,ORG38,1,29,7.6,9.7,2,3.2916666666666665,4.55,3.6666666666666665,3.0,3.6666666666666665,3.5,2612,5,9,3.2555555555555555,0.4824704942043377
R0392,ORG38,1,37,2.7,4.1,2,3.0833333333333335,2.7,2.25,3.1999999999999997,2.6666666666666665,2.5,2612,5,9,3.2555555555555555,0.4824704942043377
R0393,ORG39,2,30,6.8,8.0,1,2.5833333333333335,2.35,2.5,3.1999999999999997,3.0,3.5,840,1,11,3.6363636363636362,0.37755192297941575
R0394,ORG39,2,32,8.6,11.5,2,3.0,2.8,3.9166666666666665,4.2,3.3333333333333335,3.0,840,1,11,3.6363636363636362,0.37755192297941575
R0395,ORG39,1,30,2.3,6.0,1,2.9130434782608696,3.5,3.5833333333333335,3.8000000000000003,2.3333333333333335,2.75,840,1,11,3.6363636363636362,0.37755192297941575
R0397,ORG39,1,35,6.2,6.9,3,3.0416666666666665,3.35,3.0833333333333335,3.4,4.333333333333333,2.5,840,1,11,3.6363636363636362,0.37755192297941575
R0398,ORG39,1,29,2.5,5.6,1,3.0,3.0,3.0,3.0,3.0,3.0,840,1,11,3.6363636363636362,0.37755192297941575
R0399,ORG39,1,34,4.4,6.8,1,2.5833333333333335,2.55,2.9166666666666665,3.6,3.6666666666666665,3.5,840,1,11,3.6363636363636362,0.37755192297941575
R0400,ORG39,2,24,4.5,6.0,2,3.1666666666666665,3.6,3.5833333333333335,3.8000000000000003,3.3333333333333335,3.5,840,1,11,3.6363636363636362,0.37755192297941575
R0401,ORG39,1,29,3.6,8.0,3,3.0,3.65,3.25,3.8000000000000003,2.6666666666666665,3.25,840,1,11,3.6363636363636362,0.37755192297941575
R0402,ORG39,2,28,7.1,8.2,1,2.75,3.85,4.166666666666667,3.4,2.6666666666666665,4.25,840,1,11,3.6363636363636362,0.37755192297941575
R0403,ORG39,2,29,2.7,5.9,4,3.0869565217391304,3.75,3.6666666666666665,4.2,2.0,2.25,840,1,11,3.6363636363636362,0.37755192297941575
R0404,ORG39,2,34,1.9,3.0,1,3.125,3.25,2.8333333333333335,3.6,2.6666666666666665,3.0,840,1,11,3.6363636363636362,0.37755192297941575
R0405,ORG40,2,29,0.8,3.5,1,2.4166666666666665,2.75,3.0,4.3999999999999995,5.0,1.75,1066,1,9,4.038888888888889,0.5754225500544023
R0407,ORG40,2,27,1.0,3.3,2,3.7083333333333335,4.05,4.25,4.2,1.3333333333333333,5.0,1066,1,9,4.038888888888889,0.5754225500544023
R0408,ORG40,1,27,0.5,4.4,1,3.0,3.0,3.0,3.0,3.0,3.0,1066,1,9,4.038888888888889,0.5754225500544023
R0409,ORG40,2,27,1.8,2.9,1,3.5416666666666665,2.75,2.8333333333333335,4.6000000000000005,3.6666666666666665,2.25,1066,1,9,4.038888888888889,0.5754225500544023
R0410,ORG40,2,28,3.0,8.0,1,2.9583333333333335,3.45,3.25,4.0,2.3333333333333335,4.5,1066,1,9,4.038888888888889,0.5754225500544023
R0411,ORG40,1,23,1.5,8.9,3,2.875,3.9473684210526314,3.3333333333333335,3.4,2.3333333333333335,3.75,1066,1,9,4.038888888888889,0.5754225500544023
R0412,ORG40,1,44,1.3,3.9,1,2.9583333333333335,3.263157894736842,1.9166666666666667,4.2,5.0,2.25,1066,1,9,4.038888888888889,0.5754225500544023
R0413,ORG40,2,36,0.2,6.9,3,2.869565217391304,4.5,3.5,4.8,1.0,3.25,1066,1,9,4.038888888888889,0.5754225500544023
R0414,ORG40,2,23,1.2,2.4,3,2.7083333333333335,3.2,2.6666666666666665,3.75,2.6666666666666665,2.75,1066,1,9,4.038888888888889,0.5754225500544023
R0415,ORG41,1,25,1.9,3.1,1,2.5652173913043477,2.2,3.0833333333333335,2.6,4.333333333333333,3.25,341,2,10,3.4799999999999995,0.9437513796899408
R0416,ORG41,1,32,2.6,3.6,2,3.1666666666666665,2.95,3.0833333333333335,2.8000000000000003,3.0,3.5,341,2,10,3.4799999999999995,0.9437513796899408
R0417,ORG41,1,28,11.3,12.1,1,3.125,3.75,4.5,4.6000000000000005,1.6666666666666667,3.75,341,2,10,3.4799999999999995,0.9437513796899408
R0419,ORG41,2,23,0.7,3.5,1,3.4166666666666665,3.65,3.25,4.0,3.0,4.333333333333333,341,2,10,3.4799999999999995,0.9437513796899408
R0420,ORG41,1,27,0.4,1.1,1,2.5,2.85,3.5833333333333335,2.0,4.333333333333333,3.0,341,2,10,3.4799999999999995,0.9437513796899408
R0421,ORG41,1,33,6.7,7.7,1,2.375,3.526315789473684,2.5833333333333335,2.4,3.3333333333333335,2.25,341,2,10,3.4799999999999995,0.9437513796899408
R0422,ORG41,2,35,8.3,10.1,2,2.6666666666666665,3.65,2.9166666666666665,4.3999999999999995,4.666666666666667,4.0,341,2,10,3.4799999999999995,0.9437513796899408
R0423,ORG41,2,34,2.1,4.4,1,2.5416666666666665,3.65,3.3333333333333335,3.8000000000000003,4.333333333333333,3.5,341,2,10,3.4799999999999995,0.9437513796899408
R0425,ORG41,2,43,5.9,10.7,3,2.9166666666666665,2.95,3.5,3.8000000000000003,3.6666666666666665,3.25,341,2,10,3.4799999999999995,0.9437513796899408
R0426,ORG41,1,29,4.5,7.0,2,3.9583333333333335,3.55,3.3333333333333335,4.3999999999999995,3.0,4.25,341,2,10,3.4799999999999995,0.9437513796899408
R0427,ORG42,2,29,1.2,2.7,3,2.3043478260869565,2.65,2.0833333333333335,2.6,3.3333333333333335,3.25,2690,3,10,3.02,0.6069962474714687
R0428,ORG42,2,32,3.2,8.1,1,3.1739130434782608,2.65,2.5,2.1999999999999997,3.5,2.0,2690,3,10,3.02,0.6069962474714687
R0430,ORG42,2,31,3.2,4.2,1,2.1666666666666665,2.45,3.3333333333333335,3.4,5.0,3.5,2690,3,10,3.02,0.6069962474714687
R0431,ORG42,1,22,7.0,10.0,1,3.0416666666666665,3.95,3.25,4.0,3.0,2.0,2690,3,10,3.02,0.6069962474714687
R0432,ORG42,1,30,3.0,6.2,1,3.0416666666666665,3.05,3.0833333333333335,3.0,2.6666666666666665,2.5,2690,3,10,3.02,0.6069962474714687
R0433,ORG42,1,35,6.8,11.5,1,2.625,3.15,3.3333333333333335,2.8000000000000003,2.6666666666666665,4.25,2690,3,10,3.02,0.6069962474714687
R0434,ORG42,2,27,3.7,7.2,1,3.0416666666666665,3.0,3.25,3.8000000000000003,2.6666666666666665,3.5,2690,3,10,3.02,0.6069962474714687
R0435,ORG42,2,30,1.8,5.0,1,3.5416666666666665,2.3,1.75,2.4,1.6666666666666667,1.0,2690,3,10,3.02,0.6069962474714687
R0436,ORG42,1,41,3.6,4.4,2,3.4583333333333335,2.65,3.6666666666666665,2.6,3.0,3.5,2690,3,10,3.02,0.6069962474714687
R0437,ORG42,2,29,0.0,4.1,2,3.5416666666666665,2.6,3.1666666666666665,3.4,1.6666666666666667,2.5,2690,3,10,3.02,0.6069962474714687
R0439,ORG43,2,29,3.3,4.6,2,4.0,4.578947368421052,4.083333333333333,3.1999999999999997,4.0,4.75,2703,4,5,3.72,0.8074651695274541
R0440,ORG43,2,26,3.6,5.4,1,3.0416666666666665,4.2631578947368425,2.25,2.6,4.0,3.0,2703,4,5,3.72,0.8074651695274541
R0441,ORG43,1,22,1.4,1.7,1,3.25,3.75,4.083333333333333,4.2,3.3333333333333335,3.25,2703,4,5,3.72,0.8074651695274541
R0442,ORG43,2,30,1.4,5.0,2,2.625,2.473684210526316,3.75,4.0,5.0,2.25,2703,4,5,3.72,0.8074651695274541
R0443,ORG43,2,25,1.2,3.2,2,3.375,4.1,4.083333333333333,4.6000000000000005,4.333333333333333,4.75,2703,4,5,3.72,0.8074651695274541
R0445,ORG44,2,22,0.4,7.7,1,3.6666666666666665,3.9,3.9166666666666665,4.6000000000000005,3.0,4.5,2343,4,8,2.825,0.7887603293414659
R0446,ORG44,2,31,2.2,2.8,1,3.0,2.35,2.4166666666666665,2.1999999999999997,4.333333333333333,3.0,2343,4,8,2.825,0.7887603293414659
R0447,ORG44,2,32,2.4,3.9,2,2.875,2.65,2.25,2.8000000000000003,3.6666666666666665,2.0,2343,4,8,2.825,0.7887603293414659
R0448,ORG44,1,24,3.2,4.4,2,2.9583333333333335,3.45,3.8333333333333335,2.6,2.6666666666666665,3.0,2343,4,8,2.825,0.7887603293414659
R0449,ORG44,1,37,4.4,8.7,1,2.4583333333333335,2.0,2.5833333333333335,3.1999999999999997,3.6666666666666665,3.0,2343,4,8,2.825,0.7887603293414659
R0450,ORG44,1,31,0.7,3.1,2,3.5,3.5,3.5833333333333335,2.1999999999999997,3.0,4.75,2343,4,8,2.825,0.7887603293414659
R0451,ORG44,2,24,3.9,6.1,3,3.0416666666666665,2.2,3.8333333333333335,2.6,2.6666666666666665,2.5,2343,4,8,2.825,0.7887603293414659
R0452,ORG44,1,41,5.0,11.5,2,2.875,3.8,4.416666666666667,2.4,3.0,3.0,2343,4,8,2.825,0.7887603293414659
R0453,ORG45,1,35,3.5,12.6,1,3.2916666666666665,3.35,2.8333333333333335,2.6,3.6666666666666665,3.0,1371,5,8,3.125,0.8345229603962803
R0454,ORG45,1,36,7.7,9.4,2,3.75,3.2,3.4545454545454546,4.2,4.0,2.5,1371,5,8,3.125,0.8345229603962803
R0455,ORG45,2,36,2.3,5.6,2,3.4583333333333335,4.0,4.25,3.8000000000000003,2.0,5.0,1371,5,8,3.125,0.8345229603962803
R0456,ORG45,2,32,0.7,4.4,2,2.7083333333333335,2.8,4.0,2.6,3.6666666666666665,4.0,1371,5,8,3.125,0.8345229603962803
R0457,ORG45,1,33,2.2,3.2,3,3.125,3.5,3.6666666666666665,2.6,2.3333333333333335,3.25,1371,5,8,3.125,0.8345229603962803
R0458,ORG45,2,36,5.7,7.1,4,2.7916666666666665,2.3,2.75,2.0,3.0,3.25,1371,5,8,3.125,0.8345229603962803
R0459,ORG45,1,29,0.8,1.3,3,3.130434782608696,3.7,4.25,3.0,3.6666666666666665,2.75,1371,5,8,3.125,0.8345229603962803
R0460,ORG45,1,28,0.2,2.2,3,2.625,3.1,3.0,4.2,5.0,3.25,1371,5,8,3.125,0.8345229603962803
R0462,ORG46,1,39,1.8,2.9,1,3.0,3.8947368421052633,4.0,4.0,4.0,4.0,2198,5,7,2.8857142857142857,1.038313651116674
R0463,ORG46,1,30,2.2,5.7,3,3.3333333333333335,3.25,2.272727272727273,1.8,3.0,2.0,2198,5,7,2.8857142857142857,1.038313651116674
R0464,ORG46,1,32,3.8,4.6,3,3.25,4.55,3.4166666666666665,4.0,2.6666666666666665,4.5,2198,5,7,2.8857142857142857,1.038313651116674
R0465,ORG46,2,33,3.9,6.4,2,2.75,2.35,2.3333333333333335,2.6,4.333333333333333,3.0,2198,5,7,2.8857142857142857,1.038313651116674
R0466,ORG46,1,31,7.9,8.5,2,3.25,2.5,2.5833333333333335,1.4000000000000001,3.0,3.0,2198,5,7,2.8857142857142857,1.038313651116674
R0467,ORG46,1,30,1.1,6.8,1,3.4583333333333335,3.35,3.4166666666666665,2.8000000000000003,3.6666666666666665,4.5,2198,5,7,2.8857142857142857,1.038313651116674
R0468,ORG46,1,38,8.7,13.8,2,2.625,3.3,3.25,3.6,4.333333333333333,2.25,2198,5,7,2.8857142857142857,1.038313651116674
