rid,org_id,sex,age,edu,tenure_yr,career_yr,n_prev_job,rank,firm_size,emp_type,wage_10k,SC_TOT,WE_TOT,TI_TOT,LS_TOT,time_months,event
R0432,ORG42,1,30,3,3.0,6.2,1,1,2,1,170.0,3.0416666666666665,3.0833333333333335,2.6666666666666665,3.0,18.0,0.0
R0433,ORG42,1,35,2,6.8,11.5,2,1,1,1,232.0,2.625,3.3333333333333335,2.6666666666666665,2.8000000000000003,14.1,1.0
R0434,ORG42,2,27,1,3.7,7.2,0,1,1,1,295.0,3.0416666666666665,3.25,2.6666666666666665,3.8000000000000003,9.4,1.0
R0435,ORG42,2,30,2,1.8,5.0,0,1,1,1,499.0,3.5416666666666665,1.75,1.6666666666666667,2.4,19.1,0.0
R0436,ORG42,1,41,3,3.6,4.4,2,2,1,1,423.0,3.4583333333333335,3.6666666666666665,3.0,2.6,3.4,1.0
R0437,ORG42,2,29,2,0.0,4.1,1,2,3,1,697.0,3.5416666666666665,3.1666666666666665,1.6666666666666667,3.4,20.0,0.0
R0439,ORG43,2,29,3,3.3,4.6,1,2,1,1,350.0,4.0,4.083333333333333,4.0,3.1999999999999997,1.6,1.0
R0440,ORG43,2,26,3,3.6,5.4,1,1,3,1,268.0,3.0416666666666665,2.25,4.0,2.6,1.1,1.0
R0441,ORG43,1,22,4,1.4,1.7,0,1,1,1,393.0,3.25,4.083333333333333,3.3333333333333335,4.2,34.4,0.0
R0442,ORG43,2,30,3,1.4,5.0,0,2,1,1,393.0,2.625,3.75,5.0,4.0,2.1,1.0
R0443,ORG43,2,25,3,1.2,3.2,1,2,1,1,180.0,3.375,4.083333333333333,4.333333333333333,4.6000000000000005,3.1,1.0
R0445,ORG44,2,22,4,0.4,7.7,2,1,1,1,,3.6666666666666665,3.9166666666666665,3.0,4.6000000000000005,3.9,1.0
R0446,ORG44,2,31,5,2.2,2.8,0,1,1,2,244.0,3.0,2.4166666666666665,4.333333333333333,2.1999999999999997,34.7,0.0
R0447,ORG44,2,32,3,2.4,3.9,2,2,1,1,145.0,2.875,2.25,3.6666666666666665,2.8000000000000003,1.0,1.0
R0448,ORG44,1,24,3,3.2,4.4,3,2,1,1,531.0,2.9583333333333335,3.8333333333333335,2.6666666666666665,2.6,14.5,1.0
R0449,ORG44,1,37,4,4.4,8.7,1,1,1,1,581.0,2.4583333333333335,2.5833333333333335,3.6666666666666665,3.1999999999999997,6.0,1.0
R0450,ORG44,1,31,1,0.7,3.1,2,2,3,1,177.0,3.5,3.5833333333333335,3.0,2.1999999999999997,17.3,0.0
R0451,ORG44,2,24,5,3.9,6.1,0,3,1,1,142.0,3.0416666666666665,3.8333333333333335,2.6666666666666665,2.6,3.7,1.0
R0452,ORG44,1,41,2,5.0,11.5,2,2,1,1,251.0,2.875,4.416666666666667,3.0,2.4,33.9,0.0
R0453,ORG45,1,35,3,3.5,12.6,2,1,3,2,134.0,3.2916666666666665,2.8333333333333335,3.6666666666666665,2.6,2.0,1.0
R0454,ORG45,1,36,3,7.7,9.4,0,2,2,1,421.0,3.75,3.4545454545454546,4.0,4.2,15.5,0.0
R0455,ORG45,2,36,3,2.3,5.6,1,2,1,1,449.0,3.4583333333333335,4.25,2.0,3.8000000000000003,17.5,0.0
R0456,ORG45,2,32,2,0.7,4.4,1,2,2,1,272.0,2.7083333333333335,4.0,3.6666666666666665,2.6,28.0,0.0
R0457,ORG45,1,33,3,2.2,3.2,3,3,1,1,169.0,3.125,3.6666666666666665,2.3333333333333335,2.6,25.7,0.0
R0458,ORG45,2,36,2,5.7,7.1,0,4,1,1,353.0,2.7916666666666665,2.75,3.0,2.0,0.2,1.0
R0459,ORG45,1,29,3,0.8,1.3,0,3,1,1,184.0,3.130434782608696,4.25,3.6666666666666665,3.0,20.8,0.0
R0460,ORG45,1,28,2,0.2,2.2,1,3,1,2,312.0,2.625,3.0,5.0,4.2,0.4,1.0
R0462,ORG46,1,39,3,1.8,2.9,1,1,1,1,584.0,3.0,4.0,4.0,4.0,5.1,1.0
R0463,ORG46,1,30,3,2.2,5.7,1,3,3,1,161.0,3.3333333333333335,2.272727272727273,3.0,1.8,5.9,1.0
R0464,ORG46,1,32,4,3.8,4.6,1,3,1,1,210.0,3.25,3.4166666666666665,2.6666666666666665,4.0,29.1,0.0
R0465,ORG46,2,33,2,3.9,6.4,0,2,1,1,226.0,2.75,2.3333333333333335,4.333333333333333,2.6,14.9,1.0
R0466,ORG46,1,31,3,7.9,8.5,2,2,3,2,268.0,3.25,2.5833333333333335,3.0,1.4000000000000001,26.9,0.0
R0467,ORG46,1,30,4,1.1,6.8,0,1,1,1,170.0,3.4583333333333335,3.4166666666666665,3.6666666666666665,2.8000000000000003,0.8,1.0
R0468,ORG46,1,38,3,8.7,13.8,1,2,3,1,150.0,2.625,3.25,4.333333333333333,3.6,4.1,1.0
