rid,org_id,flag,flag_reason,resp_sec,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,org_size,org_industry,SC_SK_01,SC_SK_02,SC_SK_03,SC_SK_04,SC_SJ_01R,SC_SJ_02R,SC_SJ_03R,SC_SJ_04R,SC_CH_01,SC_CH_02,SC_CH_03,SC_CH_04,SC_IS_01R,SC_IS_02R,SC_IS_03R,SC_IS_04R,SC_MI_01,SC_MI_02,SC_MI_03,SC_MI_04,SC_OI_01R,SC_OI_02R,SC_OI_03R,SC_OI_04R,PC_EF_01,PC_EF_02,PC_EF_03,PC_EF_04,PC_EF_05,PC_HO_01,PC_HO_02,PC_HO_03,PC_HO_04,PC_HO_05,PC_RE_01,PC_RE_02,PC_RE_03,PC_RE_04,PC_RE_05R,PC_OP_01,PC_OP_02,PC_OP_03,PC_OP_04,PC_OP_05,CM_CE_01,CM_CE_02,CM_CE_03,CM_CE_04,CM_NW_01,CM_NW_02,CM_NW_03,CM_NW_04,CM_SP_01,CM_SP_02,CM_SP_03,CM_SP_04,CM_MB_01,CM_MB_02,CM_MB_03,CM_MB_04,WE_VI_01,WE_VI_02,WE_VI_03,WE_VI_04,WE_DE_01,WE_DE_02,WE_DE_03,WE_DE_04,WE_AB_01,WE_AB_02,WE_AB_03,WE_AB_04,PA_PA_01,PA_PA_02,PA_PA_03,PA_PA_04,PA_PA_05,PA_PA_06R,PA_PA_07,PA_PA_08,LS_LS_01,LS_LS_02,LS_LS_03,LS_LS_04,LS_LS_05,TI_TI_01,TI_TI_02,TI_TI_03,JP_JP_01,JP_JP_02,JP_JP_03,JP_JP_04,EX_EX_01,EX_EX_02,EX_EX_03,EX_EX_04,W1_SC_p1,W1_SC_p2,W1_SC_p3,W1_WE_p1,W1_WE_p2,W1_WE_p3,W1_TI_p1,W1_TI_p2,W1_TI_p3,W2_SC_p1,W2_SC_p2,W2_SC_p3,W2_WE_p1,W2_WE_p2,W2_WE_p3,W2_TI_p1,W2_TI_p2,W2_TI_p3,W3_SC_p1,W3_SC_p2,W3_SC_p3,W3_WE_p1,W3_WE_p2,W3_WE_p3,W3_TI_p1,W3_TI_p2,W3_TI_p3,left_12m,time_months,event,SK_m,SJ_m,CH_m,IS_m,MI_m,OI_m,SC_TOT,EF_m,HO_m,RE_m,OP_m,PC_TOT,CE_m,NW_m,SP_m,MB_m,CM_TOT,VI_m,DE_m,AB_m,WE_TOT,PA_m,PA_TOT,LS_m,LS_TOT,TI_m,TI_TOT,JP_m,JP_TOT,EX_m,EX_TOT
R0363,ORG36,0,,536,1,34,3,1,3.1,4.7,0,0.0,1,1,1,9,279.0,1117,4,3.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,,,,,,,,,,,,,,,,,,,1.0,13.6,0.0,3.0,2.5,3.5,2.75,3.5,2.75,3.0,3.6,3.6,4.0,3.8,3.75,3.25,3.5,3.5,2.75,3.25,3.75,2.75,4.25,3.5833333333333335,4.125,4.125,4.0,4.0,2.6666666666666665,2.6666666666666665,4.5,4.5,3.25,3.25
R0365,ORG36,0,,490,1,32,2,1,5.9,7.9,1,1.0,1,1,1,4,266.0,1117,4,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,,4.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,5.0,3.0,5.0,5.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,2.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,0.0,24.7,1.0,3.5,2.5,3.6666666666666665,2.75,3.25,2.0,2.9130434782608696,3.0,3.6,3.2,3.0,3.2,2.75,3.0,2.75,3.75,3.0625,3.0,3.5,4.5,3.6666666666666665,3.25,3.25,2.2,2.1999999999999997,3.3333333333333335,3.3333333333333335,2.5,2.5,2.5,2.5
R0366,ORG36,0,,960,2,36,1,1,5.5,7.2,1,1.0,2,3,1,6,261.0,1117,4,3.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,5.0,3.0,5.0,4.0,3.0,5.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,2.0,3.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,2.0,1.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,1.0,3.1,1.0,3.5,2.5,2.5,3.0,2.5,3.25,2.875,3.8,3.4,4.0,4.8,4.0,2.75,2.25,1.75,1.25,2.0,3.25,2.75,4.0,3.3333333333333335,3.0,3.0,2.2,2.1999999999999997,5.0,5.0,3.0,3.0,2.5,2.5
R0367,ORG36,0,,955,1,36,2,1,1.3,4.7,0,0.0,2,3,1,10,242.0,1117,4,4.0,3.0,3.0,4.0,2.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,3.0,5.0,3.0,2.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,2.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,2.0,0.0,13.8,1.0,3.5,2.75,3.25,1.75,3.25,2.75,2.875,4.0,4.6,3.8,4.0,4.1,4.0,3.5,2.5,3.0,3.25,2.75,4.0,3.25,3.3333333333333335,4.125,4.125,4.2,4.2,3.0,3.0,3.75,3.75,3.5,3.5
R0368,ORG36,0,,1006,2,36,3,2,5.5,7.7,1,0.0,1,3,1,4,,1117,4,2.0,3.0,5.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,4.0,5.0,2.0,4.0,2.0,3.0,2.0,2.0,0.0,15.1,1.0,3.5,3.0,3.0,2.75,3.75,3.25,3.2083333333333335,3.8,4.4,3.0,3.8,3.75,4.0,4.5,4.25,2.5,3.8125,3.5,3.75,4.0,3.75,3.375,3.375,4.2,4.2,2.6666666666666665,2.6666666666666665,4.0,4.0,3.5,3.5
R0369,ORG36,0,,523,2,27,3,1,4.5,8.6,2,0.0,1,1,1,10,158.0,1117,4,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,32.4,0.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
R0370,ORG36,0,,801,1,40,3,1,1.5,4.8,2,1.0,1,3,2,1,325.0,1117,4,5.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,5.0,4.0,5.0,4.0,5.0,5.0,3.0,4.0,4.0,2.0,5.0,5.0,4.0,5.0,3.0,2.0,5.0,3.0,3.0,3.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,3.0,2.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,5.0,5.0,3.0,2.0,3.0,,,,,,,,,,0.0,20.8,0.0,3.5,3.75,4.0,3.25,3.5,3.5,3.5833333333333335,4.0,3.8,2.8,4.2,3.7,3.0,4.0,3.5,4.5,3.75,4.75,3.25,4.75,4.25,3.375,3.375,2.0,2.0,2.6666666666666665,2.6666666666666665,4.5,4.5,3.0,3.0
R0371,ORG36,0,,537,2,28,2,1,0.5,2.7,3,1.0,1,1,1,5,281.0,1117,4,4.0,4.0,3.0,4.0,1.0,2.0,2.0,3.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,18.8,1.0,3.75,4.0,4.25,2.75,4.25,3.0,3.6666666666666665,2.8,3.4,2.6,3.4,3.05,3.25,2.5,3.25,3.5,3.125,3.75,3.75,3.0,3.5,3.75,3.75,2.6,2.6,3.3333333333333335,3.3333333333333335,4.0,4.0,4.5,4.5
R0372,ORG37,0,,1354,2,30,3,2,1.7,5.1,4,0.0,2,1,1,4,269.0,551,4,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,3.0,3.0,5.0,3.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0,5.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,5.0,5.0,4.0,3.0,4.0,4.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,0.0,15.0,1.0,3.5,2.75,3.25,3.5,3.25,3.25,3.25,3.0,3.6,4.0,3.2,3.45,3.75,3.25,3.0,3.0,3.25,2.5,2.25,4.25,3.0,2.875,2.875,3.6,3.6,3.3333333333333335,3.3333333333333335,3.25,3.25,4.25,4.25
R0373,ORG37,0,,953,1,27,3,1,2.4,3.9,4,1.0,2,1,1,4,168.0,551,4,4.0,4.0,4.0,4.0,3.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,5.0,4.0,2.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,3.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,1.0,3.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,3.0,3.0,0.0,1.1,1.0,4.0,3.5,3.75,3.25,4.0,3.0,3.5833333333333335,3.6,3.0,3.4,3.2,3.3,3.0,3.75,3.75,3.0,3.375,2.75,3.5,2.75,3.0,3.0,3.0,3.0,3.0,3.6666666666666665,3.6666666666666665,1.5,1.5,3.5,3.5
R0374,ORG37,0,,838,2,32,3,1,3.1,3.6,2,0.0,1,1,1,3,294.0,551,4,3.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,3.0,5.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,5.0,5.0,4.0,5.0,4.0,3.0,4.0,4.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,2.0,4.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,2.0,2.0,4.0,5.0,4.0,5.0,4.0,2.0,2.0,5.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,17.3,0.0,3.25,2.5,2.75,2.25,3.5,2.25,2.75,4.6,4.0,3.6,4.6,4.2,3.5,3.0,2.5,3.5,3.125,3.25,3.75,4.5,3.8333333333333335,4.25,4.25,4.4,4.3999999999999995,2.3333333333333335,2.3333333333333335,4.5,4.5,3.25,3.25
R0375,ORG37,0,,721,2,40,3,1,2.6,5.9,1,22.0,2,1,1,4,228.0,551,4,3.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,3.0,3.0,3.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,4.0,3.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,1.0,12.2,0.0,3.0,2.25,3.25,3.75,1.75,2.25,2.7083333333333335,2.4,1.8,3.4,2.6,2.55,3.0,4.0,2.5,2.5,3.0,2.75,2.0,2.25,2.3333333333333335,3.125,3.125,4.2,4.2,4.0,4.0,2.25,2.25,3.0,3.0
R0376,ORG37,0,,990,1,31,3,1,10.1,11.5,1,0.0,2,3,1,6,422.0,551,4,3.0,3.0,4.0,2.0,4.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,5.0,4.0,1.0,4.0,5.0,3.0,4.0,3.0,5.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,2.0,3.0,2.0,4.0,5.0,5.0,5.0,3.0,4.0,4.0,5.0,4.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,,,,,,,,,,0.0,32.8,0.0,3.0,2.25,2.75,3.0,2.25,2.5,2.625,4.0,3.8,4.4,3.8,4.0,3.75,4.5,4.0,3.0,3.8125,3.25,3.25,3.25,3.25,3.625,3.625,3.4,3.4,2.3333333333333335,2.3333333333333335,4.75,4.75,4.0,4.0
R0378,ORG37,0,,1197,2,34,4,3,2.1,3.9,1,,1,1,2,7,336.0,551,4,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,4.0,4.0,4.0,5.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,4.0,4.0,5.0,3.0,3.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,11.2,1.0,2.75,3.75,4.25,3.5,3.0,3.0,3.375,3.6,3.8,2.4,4.0,3.45,3.5,3.25,3.25,2.25,3.0625,4.25,3.5,4.75,4.166666666666667,2.625,2.625,3.8,3.8000000000000003,3.6666666666666665,3.6666666666666665,2.25,2.25,4.5,4.5
R0380,ORG37,0,,1538,2,27,3,2,2.3,4.1,6,1.0,1,2,1,4,256.0,551,4,3.0,3.0,3.0,3.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,4.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,3.0,1.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0,3.0,2.0,3.0,1.0,4.0,2.0,2.0,4.0,3.0,3.0,3.0,4.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,3.0,1.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,3.0,4.0,5.0,3.0,4.0,4.0,4.0,0.0,1.3,1.0,3.0,1.75,3.25,3.25,3.25,3.0,2.9166666666666665,2.8,3.0,3.0,3.2,3.0,3.0,1.25,2.75,2.25,2.3125,3.0,3.25,1.75,2.6666666666666665,2.125,2.125,3.8,3.8000000000000003,3.0,3.0,3.0,3.0,3.0,3.0
R0381,ORG37,0,,765,1,28,2,1,1.8,6.3,0,3.0,1,3,1,1,242.0,551,4,1.0,3.0,1.0,2.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,,4.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,3.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,,,,,,,,,,,,,,,,,,,0.0,10.6,0.0,1.75,2.25,3.75,3.25,2.6666666666666665,2.75,2.739130434782609,4.0,3.6,3.4,3.6,3.65,3.0,3.5,3.25,2.0,2.9375,3.25,3.25,3.5,3.3333333333333335,3.25,3.25,3.8,3.8000000000000003,3.6666666666666665,3.6666666666666665,3.25,3.25,3.75,3.75
R0382,ORG38,0,,750,1,32,3,1,1.0,2.0,1,0.0,1,3,1,6,140.0,2612,5,4.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,1.0,2.0,3.0,3.0,2.0,2.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,5.0,5.0,4.0,4.0,4.0,5.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,2.0,2.0,3.0,5.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,2.0,4.0,2.0,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,14.7,1.0,3.25,2.25,3.5,2.25,2.25,3.5,2.8333333333333335,3.8,3.6,3.0,4.4,3.7,3.75,3.25,2.75,2.75,3.125,4.25,3.25,2.75,3.4166666666666665,3.75,3.75,3.4,3.4,2.3333333333333335,2.3333333333333335,2.5,2.5,3.25,3.25
R0383,ORG38,0,,2202,1,35,4,2,6.6,10.2,0,1.0,2,1,1,4,141.0,2612,5,3.0,3.0,3.0,2.0,3.0,5.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,3.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,3.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,4.0,3.0,4.0,3.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,2.0,4.0,4.0,5.0,3.0,0.0,17.6,1.0,2.75,2.0,2.5,2.5,2.75,2.5,2.5,4.2,4.2,2.8,3.6,3.7,3.5,3.0,4.0,3.5,3.5,3.25,4.25,3.25,3.5833333333333335,3.125,3.125,3.8,3.8000000000000003,4.0,4.0,4.75,4.75,3.5,3.5
