rid,org_id,sex,age,edu,marital,tenure_yr,career_yr,n_prev_job,n_try_move,rank,firm_size,emp_type,job_fn,wage_10k,SC_TOT,PC_TOT,WE_TOT,TI_TOT,LS_TOT,left_12m
R0382,ORG38,1,32,3,1,1.0,2.0,1,0.0,1,3,1,6,140.0,2.8333333333333335,3.7,3.4166666666666665,2.3333333333333335,3.4,0.0
R0383,ORG38,1,35,4,2,6.6,10.2,0,1.0,2,1,1,4,141.0,2.5,3.7,3.5833333333333335,4.0,3.8000000000000003,0.0
R0384,ORG38,2,27,3,2,1.6,1.9,0,3.0,1,2,1,9,435.0,3.1666666666666665,2.8,3.25,3.0,3.6,0.0
R0385,ORG38,2,28,2,3,1.0,4.3,2,2.0,2,1,1,3,145.0,3.2083333333333335,2.7222222222222223,3.9166666666666665,2.0,2.1999999999999997,0.0
R0387,ORG38,2,27,3,1,4.6,6.6,3,1.0,1,1,2,9,503.0,3.6666666666666665,4.05,4.083333333333333,4.666666666666667,3.5,0.0
R0388,ORG38,2,34,2,1,0.5,4.7,0,1.0,1,1,1,4,375.0,1.875,3.6,2.9166666666666665,3.6666666666666665,3.0,0.0
R0389,ORG38,2,28,3,2,1.1,7.2,0,2.0,2,3,1,5,231.0,3.75,3.15,2.9166666666666665,3.3333333333333335,3.6,0.0
R0390,ORG38,1,29,2,1,7.6,9.7,3,2.0,2,1,1,8,,3.2916666666666665,4.55,3.6666666666666665,3.6666666666666665,3.0,0.0
R0392,ORG38,1,37,3,1,2.7,4.1,2,1.0,2,1,1,4,,3.0833333333333335,2.7,2.25,2.6666666666666665,3.1999999999999997,0.0
R0393,ORG39,2,30,3,1,6.8,8.0,2,2.0,1,1,1,7,354.0,2.5833333333333335,2.35,2.5,3.0,3.1999999999999997,1.0
R0394,ORG39,2,32,3,1,8.6,11.5,2,1.0,2,1,1,9,150.0,3.0,2.8,3.9166666666666665,3.3333333333333335,4.2,1.0
R0395,ORG39,1,30,1,1,2.3,6.0,1,0.0,1,3,2,3,108.0,2.9130434782608696,3.5,3.5833333333333335,2.3333333333333335,3.8000000000000003,0.0
R0397,ORG39,1,35,3,1,6.2,6.9,2,1.0,3,1,1,4,275.0,3.0416666666666665,3.35,3.0833333333333335,4.333333333333333,3.4,0.0
R0398,ORG39,1,29,1,1,2.5,5.6,1,1.0,1,1,1,1,193.0,3.0,3.0,3.0,3.0,3.0,1.0
R0399,ORG39,1,34,3,1,4.4,6.8,2,1.0,1,1,1,6,580.0,2.5833333333333335,2.55,2.9166666666666665,3.6666666666666665,3.6,0.0
R0400,ORG39,2,24,4,1,4.5,6.0,2,2.0,2,1,1,7,211.0,3.1666666666666665,3.6,3.5833333333333335,3.3333333333333335,3.8000000000000003,1.0
R0401,ORG39,1,29,3,2,3.6,8.0,2,1.0,3,1,1,7,263.0,3.0,3.65,3.25,2.6666666666666665,3.8000000000000003,0.0
R0402,ORG39,2,28,3,2,7.1,8.2,1,1.0,1,1,2,4,192.0,2.75,3.85,4.166666666666667,2.6666666666666665,3.4,0.0
R0403,ORG39,2,29,4,1,2.7,5.9,2,1.0,4,3,1,7,261.0,3.0869565217391304,3.75,3.6666666666666665,2.0,4.2,0.0
R0404,ORG39,2,34,3,1,1.9,3.0,1,2.0,1,1,1,4,181.0,3.125,3.25,2.8333333333333335,2.6666666666666665,3.6,0.0
R0405,ORG40,2,29,3,2,0.8,3.5,1,0.0,1,3,1,9,154.0,2.4166666666666665,2.75,3.0,5.0,4.3999999999999995,1.0
R0407,ORG40,2,27,3,2,1.0,3.3,0,3.0,2,1,2,10,306.0,3.7083333333333335,4.05,4.25,1.3333333333333333,4.2,0.0
R0408,ORG40,1,27,4,1,0.5,4.4,3,3.0,1,1,1,3,216.0,3.0,3.0,3.0,3.0,3.0,0.0
R0409,ORG40,2,27,2,2,1.8,2.9,0,1.0,1,1,1,6,371.0,3.5416666666666665,2.75,2.8333333333333335,3.6666666666666665,4.6000000000000005,0.0
R0410,ORG40,2,28,3,1,3.0,8.0,3,0.0,1,1,1,9,197.0,2.9583333333333335,3.45,3.25,2.3333333333333335,4.0,0.0
R0411,ORG40,1,23,3,1,1.5,8.9,0,17.0,3,1,1,10,573.0,2.875,3.9473684210526314,3.3333333333333335,2.3333333333333335,3.4,0.0
R0412,ORG40,1,44,4,1,1.3,3.9,3,14.0,1,3,1,6,246.0,2.9583333333333335,3.263157894736842,1.9166666666666667,5.0,4.2,1.0
R0413,ORG40,2,36,5,1,0.2,6.9,2,0.0,3,3,1,8,411.0,2.869565217391304,4.5,3.5,1.0,4.8,0.0
R0414,ORG40,2,23,3,1,1.2,2.4,0,1.0,3,3,2,5,174.0,2.7083333333333335,3.2,2.6666666666666665,2.6666666666666665,3.75,0.0
R0415,ORG41,1,25,3,2,1.9,3.1,0,2.0,1,1,1,7,160.0,2.5652173913043477,2.2,3.0833333333333335,4.333333333333333,2.6,1.0
R0416,ORG41,1,32,2,1,2.6,3.6,3,2.0,2,1,1,10,207.0,3.1666666666666665,2.95,3.0833333333333335,3.0,2.8000000000000003,0.0
R0417,ORG41,1,28,1,1,11.3,12.1,2,1.0,1,1,1,10,204.0,3.125,3.75,4.5,1.6666666666666667,4.6000000000000005,0.0
R0419,ORG41,2,23,1,1,0.7,3.5,2,21.0,1,1,1,7,243.0,3.4166666666666665,3.65,3.25,3.0,4.0,1.0
R0420,ORG41,1,27,3,1,0.4,1.1,0,1.0,1,2,1,5,,2.5,2.85,3.5833333333333335,4.333333333333333,2.0,1.0
R0421,ORG41,1,33,3,1,6.7,7.7,0,0.0,1,1,1,2,132.0,2.375,3.526315789473684,2.5833333333333335,3.3333333333333335,2.4,0.0
R0422,ORG41,2,35,3,2,8.3,10.1,2,0.0,2,1,1,7,263.0,2.6666666666666665,3.65,2.9166666666666665,4.666666666666667,4.3999999999999995,0.0
R0423,ORG41,2,34,1,1,2.1,4.4,3,1.0,1,1,2,6,245.0,2.5416666666666665,3.65,3.3333333333333335,4.333333333333333,3.8000000000000003,1.0
R0425,ORG41,2,43,3,2,5.9,10.7,2,1.0,3,2,1,7,273.0,2.9166666666666665,2.95,3.5,3.6666666666666665,3.8000000000000003,1.0
R0426,ORG41,1,29,4,1,4.5,7.0,0,0.0,2,2,1,10,219.0,3.9583333333333335,3.55,3.3333333333333335,3.0,4.3999999999999995,1.0
R0427,ORG42,2,29,3,1,1.2,2.7,2,0.0,3,3,1,3,468.0,2.3043478260869565,2.65,2.0833333333333335,3.3333333333333335,2.6,1.0
R0428,ORG42,2,32,3,1,3.2,8.1,5,2.0,1,2,1,5,249.0,3.1739130434782608,2.65,2.5,3.5,2.1999999999999997,1.0
R0430,ORG42,2,31,3,1,3.2,4.2,0,4.0,1,1,1,9,157.0,2.1666666666666665,2.45,3.3333333333333335,5.0,3.4,1.0
R0431,ORG42,1,22,3,1,7.0,10.0,2,4.0,1,2,1,1,252.0,3.0416666666666665,3.95,3.25,3.0,4.0,0.0
R0432,ORG42,1,30,3,1,3.0,6.2,1,1.0,1,2,1,6,170.0,3.0416666666666665,3.05,3.0833333333333335,2.6666666666666665,3.0,0.0
R0433,ORG42,1,35,2,2,6.8,11.5,2,2.0,1,1,1,10,232.0,2.625,3.15,3.3333333333333335,2.6666666666666665,2.8000000000000003,0.0
R0434,ORG42,2,27,1,1,3.7,7.2,0,0.0,1,1,1,9,295.0,3.0416666666666665,3.0,3.25,2.6666666666666665,3.8000000000000003,0.0
R0435,ORG42,2,30,2,1,1.8,5.0,0,2.0,1,1,1,4,499.0,3.5416666666666665,2.3,1.75,1.6666666666666667,2.4,0.0
R0436,ORG42,1,41,3,1,3.6,4.4,2,0.0,2,1,1,3,423.0,3.4583333333333335,2.65,3.6666666666666665,3.0,2.6,0.0
R0437,ORG42,2,29,2,1,0.0,4.1,1,2.0,2,3,1,4,697.0,3.5416666666666665,2.6,3.1666666666666665,1.6666666666666667,3.4,0.0
R0439,ORG43,2,29,3,2,3.3,4.6,1,2.0,2,1,1,2,350.0,4.0,4.578947368421052,4.083333333333333,4.0,3.1999999999999997,1.0
R0440,ORG43,2,26,3,2,3.6,5.4,1,2.0,1,3,1,9,268.0,3.0416666666666665,4.2631578947368425,2.25,4.0,2.6,0.0
R0441,ORG43,1,22,4,2,1.4,1.7,0,21.0,1,1,1,3,393.0,3.25,3.75,4.083333333333333,3.3333333333333335,4.2,0.0
R0442,ORG43,2,30,3,2,1.4,5.0,0,2.0,2,1,1,4,393.0,2.625,2.473684210526316,3.75,5.0,4.0,1.0
R0443,ORG43,2,25,3,1,1.2,3.2,1,0.0,2,1,1,4,180.0,3.375,4.1,4.083333333333333,4.333333333333333,4.6000000000000005,1.0
R0445,ORG44,2,22,4,2,0.4,7.7,2,0.0,1,1,1,1,,3.6666666666666665,3.9,3.9166666666666665,3.0,4.6000000000000005,0.0
R0446,ORG44,2,31,5,1,2.2,2.8,0,0.0,1,1,2,6,244.0,3.0,2.35,2.4166666666666665,4.333333333333333,2.1999999999999997,1.0
R0447,ORG44,2,32,3,1,2.4,3.9,2,2.0,2,1,1,10,145.0,2.875,2.65,2.25,3.6666666666666665,2.8000000000000003,1.0
R0448,ORG44,1,24,3,1,3.2,4.4,3,1.0,2,1,1,10,531.0,2.9583333333333335,3.45,3.8333333333333335,2.6666666666666665,2.6,0.0
R0449,ORG44,1,37,4,2,4.4,8.7,1,2.0,1,1,1,1,581.0,2.4583333333333335,2.0,2.5833333333333335,3.6666666666666665,3.1999999999999997,1.0
R0450,ORG44,1,31,1,1,0.7,3.1,2,1.0,2,3,1,5,177.0,3.5,3.5,3.5833333333333335,3.0,2.1999999999999997,0.0
R0451,ORG44,2,24,5,2,3.9,6.1,0,2.0,3,1,1,6,142.0,3.0416666666666665,2.2,3.8333333333333335,2.6666666666666665,2.6,1.0
R0452,ORG44,1,41,2,1,5.0,11.5,2,0.0,2,1,1,7,251.0,2.875,3.8,4.416666666666667,3.0,2.4,0.0
R0453,ORG45,1,35,3,1,3.5,12.6,2,1.0,1,3,2,4,134.0,3.2916666666666665,3.35,2.8333333333333335,3.6666666666666665,2.6,0.0
R0454,ORG45,1,36,3,1,7.7,9.4,0,1.0,2,2,1,6,421.0,3.75,3.2,3.4545454545454546,4.0,4.2,0.0
R0455,ORG45,2,36,3,1,2.3,5.6,1,0.0,2,1,1,8,449.0,3.4583333333333335,4.0,4.25,2.0,3.8000000000000003,0.0
R0456,ORG45,2,32,2,1,0.7,4.4,1,1.0,2,2,1,5,272.0,2.7083333333333335,2.8,4.0,3.6666666666666665,2.6,0.0
R0457,ORG45,1,33,3,1,2.2,3.2,3,1.0,3,1,1,4,169.0,3.125,3.5,3.6666666666666665,2.3333333333333335,2.6,0.0
R0458,ORG45,2,36,2,1,5.7,7.1,0,3.0,4,1,1,7,353.0,2.7916666666666665,2.3,2.75,3.0,2.0,0.0
R0459,ORG45,1,29,3,1,0.8,1.3,0,3.0,3,1,1,1,184.0,3.130434782608696,3.7,4.25,3.6666666666666665,3.0,1.0
R0460,ORG45,1,28,2,1,0.2,2.2,1,3.0,3,1,2,6,312.0,2.625,3.1,3.0,5.0,4.2,1.0
R0462,ORG46,1,39,3,2,1.8,2.9,1,0.0,1,1,1,9,584.0,3.0,3.8947368421052633,4.0,4.0,4.0,0.0
R0463,ORG46,1,30,3,1,2.2,5.7,1,0.0,3,3,1,3,161.0,3.3333333333333335,3.25,2.272727272727273,3.0,1.8,0.0
R0464,ORG46,1,32,4,1,3.8,4.6,1,1.0,3,1,1,7,210.0,3.25,4.55,3.4166666666666665,2.6666666666666665,4.0,0.0
R0465,ORG46,2,33,2,1,3.9,6.4,0,2.0,2,1,1,9,226.0,2.75,2.35,2.3333333333333335,4.333333333333333,2.6,1.0
R0466,ORG46,1,31,3,2,7.9,8.5,2,1.0,2,3,2,6,268.0,3.25,2.5,2.5833333333333335,3.0,1.4000000000000001,0.0
R0467,ORG46,1,30,4,1,1.1,6.8,0,0.0,1,1,1,10,170.0,3.4583333333333335,3.35,3.4166666666666665,3.6666666666666665,2.8000000000000003,0.0
R0468,ORG46,1,38,3,2,8.7,13.8,1,1.0,2,3,1,10,150.0,2.625,3.3,3.25,4.333333333333333,3.6,1.0
